,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
34024,Cyclosporiasis,Napa,2014,Male,0,70493,0.0,0.0,5.233
118548,Streptococcal Infection (cases in food and dairy workers),Ventura,2003,Female,0,396323,0.0,0.0,0.9309999999999999
108963,Shiga Toxin Positive Feces (without culture confirmation),Lassen,2011,Male,0,22212,0.0,0.0,16.605999999999998
47640,Early Syphilis,San Luis Obispo,2007,Female,0,128800,0.0,0.0,2.864
14693,"Botulism, Wound",Trinity,2001,Female,0,6327,0.0,0.0,58.287
108665,Shiga Toxin Positive Feces (without culture confirmation),Colusa,2009,Female,0,10373,0.0,0.0,35.556
42917,E. coli O157,Modoc,2006,Male,0,4876,0.0,0.0,75.625
23201,Cholera,Madera,2007,Female,0,76189,0.0,0.0,4.842
72472,Leptospirosis,Colusa,2005,Female,0,10072,0.0,0.0,36.618
73574,Leptospirosis,Placer,2012,Female,0,184207,0.0,0.0,2.003
23955,Cholera,San Francisco,2010,Male,0,410063,0.0,0.0,0.9
91792,"Plague, human",Plumas,2009,Female,0,10036,0.0,0.0,36.75
16327,Brucellosis,Plumas,2013,Female,0,9918,0.0,0.0,37.187
72437,Leptospirosis,Calaveras,2007,Male,0,22796,0.0,0.0,16.180999999999997
75913,Listeriosis,Orange,2002,Male,6,1445349,0.415,0.152,0.904
59290,"Hepatitis B, Acute",Lake,2011,Female,0,32084,0.0,0.0,11.497
64496,Influenza Death (<65 years of age),Shasta,2011,Female,0,90445,0.0,0.0,4.079
123556,Toxic Shock Syndrome (Non-Streptococcal),Yolo,2014,Male,0,101047,0.0,0.0,3.6510000000000002
32928,Cryptosporidiosis,San Mateo,2004,Male,6,344854,1.74,0.639,3.787
57607,Hemolytic Uremic Syndrome,San Mateo,2004,Male,1,344854,0.29,0.006999999999999999,1.6159999999999999
92710,"Plague, human",Tulare,2001,Female,0,186935,0.0,0.0,1.973
13481,"Botulism, Wound",Mendocino,2009,Female,0,43794,0.0,0.0,8.423
127363,Tuberculosis,Orange,2011,Female,100,1539616,6.495,5.285,7.9
76540,Listeriosis,Shasta,2002,Female,0,86616,0.0,0.0,4.2589999999999995
23714,Cholera,Plumas,2014,Female,0,9866,0.0,0.0,37.383
81786,Malaria,Tehama,2007,Male,0,30836,0.0,0.0,11.962
15602,Brucellosis,Kern,2009,Male,0,428435,0.0,0.0,0.861
27629,Coccidioidomycosis,Del Norte,2010,Male,0,15895,0.0,0.0,23.205
101165,Relapsing Fever,Marin,2011,Male,0,124946,0.0,0.0,2.952
21565,Chlamydia,San Luis Obispo,2004,Female,307,125898,243.84799999999998,217.359,272.66900000000004
49207,Giardiasis,Lassen,2004,Female,0,12495,0.0,0.0,29.518
48538,Giardiasis,Alpine,2012,Female,0,535,0.0,0.0,687.1389999999999
57048,Hemolytic Uremic Syndrome,Monterey,2014,Male,0,218888,0.0,0.0,1.685
56888,Hemolytic Uremic Syndrome,Merced,2003,Female,0,114558,0.0,0.0,3.22
19289,Campylobacteriosis,Shasta,2002,Male,6,82962,7.232,2.654,15.741
73778,Leptospirosis,San Bernardino,2010,Female,0,1025294,0.0,0.0,0.36
61110,"Hepatitis E, acute infection",Solano,2013,Male,1,210911,0.474,0.012,2.642
5157,Babesiosis,Butte,2008,Male,0,107800,0.0,0.0,3.4219999999999997
34539,Cysticercosis or Taeniasis,Amador,2010,Female,0,17118,0.0,0.0,21.546999999999997
92563,"Plague, human",Stanislaus,2008,Female,0,258191,0.0,0.0,1.429
24915,Ciguatera Fish Poisoning,Alpine,2008,Male,0,627,0.0,0.0,586.611
131304,"Typhoid Fever, case",Colusa,2012,Female,0,10416,0.0,0.0,35.409
123982,Trichinosis,El Dorado,2004,Female,0,85200,0.0,0.0,4.33
114312,Spotted Fever Rickettsiosis,Santa Cruz,2009,Female,0,131177,0.0,0.0,2.812
57744,Hemolytic Uremic Syndrome,Santa Cruz,2008,Female,0,130193,0.0,0.0,2.833
134135,Typhus Fever,Inyo,2014,Female,0,9144,0.0,0.0,40.334
107183,Scombroid Fish Poisoning,Monterey,2006,Male,0,208633,0.0,0.0,1.768
36087,Cysticercosis or Taeniasis,San Luis Obispo,2002,Male,1,130065,0.769,0.019,4.284
16796,Brucellosis,Santa Cruz,2001,Male,0,127756,0.0,0.0,2.887
21966,Chlamydia,Sonoma,2011,Male,407,239382,170.021,153.915,187.35299999999998
126299,Tuberculosis,Calaveras,2006,Male,0,22623,0.0,0.0,16.305
84024,Measles,Siskiyou,2004,Male,0,22143,0.0,0.0,16.658
87845,Paralytic Shellfish Poisoning,Yuba,2002,Male,0,31596,0.0,0.0,11.674000000000001
86907,Paralytic Shellfish Poisoning,San Benito,2008,Male,0,27593,0.0,0.0,13.368
96127,Q Fever,Los Angeles,2006,Male,1,4827681,0.021,0.001,0.115
119323,Tetanus,Kern,2014,Female,0,420256,0.0,0.0,0.878
34284,Cyclosporiasis,Stanislaus,2013,Female,0,265760,0.0,0.0,1.3880000000000001
61659,HIV,Fresno,2014,Female,0,483695,0.0,0.0,0.763
86785,Paralytic Shellfish Poisoning,Plumas,2010,Female,0,9960,0.0,0.0,37.03
67500,Legionellosis,Calaveras,2004,Male,0,21909,0.0,0.0,16.836
54627,Hantavirus Infection,Nevada,2007,Male,0,48700,0.0,0.0,7.574
116835,Streptococcal Infection (cases in food and dairy workers),Kern,2008,Female,0,397224,0.0,0.0,0.929
137090,Vibrio Infection (non-Cholera),Calaveras,2010,Female,0,22699,0.0,0.0,16.25
73003,Leptospirosis,Lassen,2014,Female,0,12089,0.0,0.0,30.51
118351,Streptococcal Infection (cases in food and dairy workers),Sutter,2007,Male,0,45873,0.0,0.0,8.041
42580,E. coli O157,Lake,2006,Female,1,31980,3.127,0.079,17.421
105141,Salmonellosis,San Bernardino,2012,Female,136,1037268,13.110999999999999,11.001,15.509
72073,Leprosy,Tuolumne,2012,Male,0,28532,0.0,0.0,12.927999999999999
983,Amebiasis,Mendocino,2006,Female,0,43894,0.0,0.0,8.404
49553,Giardiasis,Mono,2007,Male,0,7664,0.0,0.0,48.121
86919,Paralytic Shellfish Poisoning,San Benito,2012,Male,0,28275,0.0,0.0,13.046
55742,Hantavirus Infection,Tuolumne,2014,Male,0,28514,0.0,0.0,12.936
13622,"Botulism, Wound",Mono,2014,Female,0,6912,0.0,0.0,53.355
110972,Shigellosis,Merced,2009,Female,3,126418,2.373,0.489,6.935
43479,E. coli O157,San Francisco,2008,Male,4,405253,0.987,0.26899999999999996,2.5269999999999997
48370,Early Syphilis,Yolo,2012,Female,0,105027,0.0,0.0,3.512
42022,E. coli O157,Butte,2014,Female,1,112637,0.888,0.022000000000000002,4.946000000000001
137145,Vibrio Infection (non-Cholera),Colusa,2014,Male,0,11117,0.0,0.0,33.177
123343,Toxic Shock Syndrome (Non-Streptococcal),Tehama,2013,Male,0,31976,0.0,0.0,11.536
58039,Hemolytic Uremic Syndrome,Sutter,2008,Female,0,47099,0.0,0.0,7.832000000000001
101324,Relapsing Fever,Modoc,2008,Male,0,4863,0.0,0.0,75.827
141095,Yersiniosis,Santa Barbara,2011,Male,0,213871,0.0,0.0,1.725
18829,Campylobacteriosis,Riverside,2012,Female,126,1129673,11.154000000000002,9.291,13.28
25535,Ciguatera Fish Poisoning,Lake,2004,Male,0,31130,0.0,0.0,11.849
23984,Cholera,San Joaquin,2006,Female,0,331622,0.0,0.0,1.112
101794,Relapsing Fever,San Bernardino,2011,Female,0,1032269,0.0,0.0,0.35700000000000004
1517,Amebiasis,San Bernardino,2002,Male,2,897124,0.223,0.027000000000000003,0.805
52240,Gonorrhea,Placer,2012,Male,61,175891,34.68,26.529,44.54600000000001
69123,Legionellosis,Santa Clara,2002,Male,3,855869,0.35100000000000003,0.07200000000000001,1.024
114069,Spotted Fever Rickettsiosis,San Francisco,2012,Male,0,417663,0.0,0.0,0.883
53905,Hantavirus Infection,Glenn,2013,Male,0,14463,0.0,0.0,25.502
115806,Staphylococcus aureus Infection (cases resulting in death or ICU),San Luis Obispo,2012,Male,0,138738,0.0,0.0,2.659
81292,Malaria,San Luis Obispo,2010,Male,0,138264,0.0,0.0,2.668
46944,HIV,Alpine,2007,Female,0,599,0.0,0.0,613.947
47438,Early Syphilis,San Benito,2010,Female,0,27656,0.0,0.0,13.338
71519,Leprosy,Santa Barbara,2009,Male,0,212127,0.0,0.0,1.739
70874,Leprosy,Mono,2012,Male,0,7592,0.0,0.0,48.577
55008,Hantavirus Infection,San Francisco,2008,Male,0,405253,0.0,0.0,0.91
54424,Hantavirus Infection,Merced,2010,Female,0,127004,0.0,0.0,2.904
86690,Paralytic Shellfish Poisoning,Orange,2006,Male,0,1464078,0.0,0.0,0.252
10304,"Botulism, Other",Contra Costa,2012,Male,0,521520,0.0,0.0,0.7070000000000001
60166,"Hepatitis C, Acute",Nevada,2012,Female,0,49484,0.0,0.0,7.454
99055,"Rabies, human",Orange,2008,Female,0,1505158,0.0,0.0,0.245
89454,Pertussis,San Bernardino,2008,Female,4,1012903,0.395,0.10800000000000001,1.011
15953,Brucellosis,Mendocino,2014,Male,0,44468,0.0,0.0,8.295
119762,Tetanus,Mono,2009,Female,0,6524,0.0,0.0,56.527
5726,Babesiosis,Lassen,2002,Male,0,21419,0.0,0.0,17.221
36965,Dengue,Alameda,2014,Female,4,808612,0.495,0.135,1.2670000000000001
44749,E. coli Other STEC (non-O157),Kern,2006,Female,0,380855,0.0,0.0,0.9690000000000001
16082,Brucellosis,Monterey,2001,Male,0,209953,0.0,0.0,1.757
116160,Staphylococcus aureus Infection (cases resulting in death or ICU),Yuba,2009,Male,0,36173,0.0,0.0,10.197000000000001
76953,Listeriosis,Tulare,2013,Male,0,228149,0.0,0.0,1.617
27427,Coccidioidomycosis,Amador,2013,Female,0,16327,0.0,0.0,22.590999999999998
14706,"Botulism, Wound",Trinity,2005,Male,0,7092,0.0,0.0,52.001000000000005
90562,"Plague, human",Amador,2006,Female,0,17119,0.0,0.0,21.546
101228,Relapsing Fever,Mendocino,2004,Male,0,44034,0.0,0.0,8.377
111603,Shigellosis,San Francisco,2014,Male,61,424929,14.355,10.981,18.44
109014,Shiga Toxin Positive Feces (without culture confirmation),Madera,2012,Female,0,78409,0.0,0.0,4.705
96696,Q Fever,Plumas,2014,Female,0,9866,0.0,0.0,37.383
112697,Spotted Fever Rickettsiosis,Colusa,2003,Male,0,10024,0.0,0.0,36.794000000000004
42488,E. coli O157,Kern,2003,Male,0,369504,0.0,0.0,0.998
99328,"Rabies, human",San Diego,2007,Male,0,1513945,0.0,0.0,0.244
118848,Tetanus,Butte,2007,Female,0,110027,0.0,0.0,3.353
135191,Typhus Fever,San Joaquin,2010,Male,0,341992,0.0,0.0,1.079
140461,Yersiniosis,Monterey,2010,Female,0,202106,0.0,0.0,1.825
81635,Malaria,Solano,2013,Female,0,211988,0.0,0.0,1.74
37064,Dengue,Butte,2005,Female,0,108417,0.0,0.0,3.4019999999999997
14415,"Botulism, Wound",Sierra,2006,Male,0,1735,0.0,0.0,212.39
92809,"Plague, human",Ventura,2006,Female,0,402512,0.0,0.0,0.9159999999999999
54448,Hantavirus Infection,Modoc,2004,Female,0,4740,0.0,0.0,77.794
45375,E. coli Other STEC (non-O157),San Francisco,2007,Female,0,389778,0.0,0.0,0.946
62555,HIV,Plumas,2007,Male,0,10277,0.0,0.0,35.888000000000005
119469,Tetanus,Los Angeles,2007,Male,0,4820448,0.0,0.0,0.077
64723,Influenza Death (<65 years of age),Yolo,2014,Female,1,106165,0.9420000000000001,0.024,5.247999999999999
77775,Lyme Disease,Kern,2007,Female,3,390363,0.769,0.158,2.246
17880,Campylobacteriosis,Glenn,2004,Male,0,13746,0.0,0.0,26.831999999999997
90353,Pertussis,Yolo,2006,Male,15,93037,16.123,9.024,26.59
27644,Coccidioidomycosis,El Dorado,2001,Male,1,80892,1.236,0.031,6.888
54311,Hantavirus Infection,Marin,2014,Male,0,126591,0.0,0.0,2.9139999999999997
73467,Leptospirosis,Nevada,2004,Male,0,47997,0.0,0.0,7.685
77653,Lyme Disease,Humboldt,2008,Male,3,66582,4.506,0.929,13.167
139828,Yersiniosis,Humboldt,2004,Male,0,65318,0.0,0.0,5.647
16751,Brucellosis,Santa Barbara,2014,Male,0,219367,0.0,0.0,1.682
135042,Typhus Fever,San Bernardino,2008,Male,0,1003623,0.0,0.0,0.368
122814,Toxic Shock Syndrome (Non-Streptococcal),San Luis Obispo,2006,Male,0,134144,0.0,0.0,2.75
106105,Scombroid Fish Poisoning,Alameda,2002,Female,0,748222,0.0,0.0,0.493
59228,"Hepatitis B, Acute",Glenn,2014,Male,0,14508,0.0,0.0,25.423000000000002
117136,Streptococcal Infection (cases in food and dairy workers),Mariposa,2010,Male,0,9236,0.0,0.0,39.931999999999995
119430,Tetanus,Lassen,2008,Male,0,22489,0.0,0.0,16.402
46745,Early Syphilis,Los Angeles,2002,Male,733,4798953,15.274000000000001,14.187999999999999,16.421
137583,Vibrio Infection (non-Cholera),Lake,2006,Male,0,31812,0.0,0.0,11.595
126749,Tuberculosis,Kings,2002,Male,3,77215,3.885,0.8009999999999999,11.354000000000001
93985,Psittacosis,Mono,2004,Female,0,6322,0.0,0.0,58.333
42868,E. coli O157,Merced,2004,Female,2,117671,1.7,0.20600000000000002,6.14
42848,E. coli O157,Mendocino,2011,Male,0,44179,0.0,0.0,8.349
128024,Tuberculosis,Sierra,2007,Male,0,1696,0.0,0.0,217.268
85669,Paralytic Shellfish Poisoning,Colusa,2005,Male,0,10493,0.0,0.0,35.149
99052,"Rabies, human",Orange,2007,Female,0,1496600,0.0,0.0,0.24600000000000002
118985,Tetanus,Contra Costa,2010,Male,0,513099,0.0,0.0,0.7190000000000001
69195,Legionellosis,Santa Cruz,2012,Female,2,134421,1.4880000000000002,0.18,5.375
34095,Cyclosporiasis,Sacramento,2014,Female,0,744045,0.0,0.0,0.496
123775,Trichinosis,Butte,2005,Male,0,105281,0.0,0.0,3.5039999999999996
134510,Typhus Fever,Mendocino,2013,Female,0,43958,0.0,0.0,8.391
66526,Invasive Meningococcal Disease,Santa Barbara,2001,Male,0,201896,0.0,0.0,1.827
35054,Cysticercosis or Taeniasis,Kern,2013,Male,0,448703,0.0,0.0,0.8220000000000001
141418,Yersiniosis,Stanislaus,2007,Female,2,257228,0.778,0.094,2.8089999999999997
136648,Varicella Hospitalizations,Santa Clara,2013,Male,1,928254,0.10800000000000001,0.003,0.6
42419,E. coli O157,Imperial,2008,Male,1,87592,1.1420000000000001,0.028999999999999998,6.361000000000001
902,Amebiasis,Marin,2007,Female,2,126059,1.587,0.192,5.731
92914,"Plague, human",Yuba,2013,Female,0,36296,0.0,0.0,10.163
617,Amebiasis,Inyo,2010,Male,0,9398,0.0,0.0,39.244
83586,Measles,San Bernardino,2012,Male,0,1026599,0.0,0.0,0.359
5307,Babesiosis,Del Norte,2002,Male,0,15277,0.0,0.0,24.144000000000002
63840,Influenza Death (<65 years of age),El Dorado,2009,Female,1,89876,1.113,0.027999999999999997,6.199
31914,Cryptosporidiosis,Lake,2003,Male,0,30790,0.0,0.0,11.98
91541,"Plague, human",Mono,2009,Male,0,7551,0.0,0.0,48.841
56031,Hemolytic Uremic Syndrome,Amador,2012,Male,0,19914,0.0,0.0,18.522000000000002
56280,Hemolytic Uremic Syndrome,El Dorado,2011,Female,0,90341,0.0,0.0,4.083
30193,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Lassen,2009,Male,0,22312,0.0,0.0,16.532
29193,Coccidioidomycosis,Shasta,2012,Female,0,90613,0.0,0.0,4.071000000000001
62765,HIV,San Diego,2007,Female,0,1500220,0.0,0.0,0.24600000000000002
32891,Cryptosporidiosis,San Luis Obispo,2006,Female,12,127659,9.4,4.857,16.419
96466,Q Fever,Monterey,2007,Male,1,209704,0.47700000000000004,0.012,2.657
92183,"Plague, human",San Mateo,2007,Male,0,346290,0.0,0.0,1.065
2054,Amebiasis,Solano,2013,Male,1,210911,0.474,0.012,2.642
45387,E. coli Other STEC (non-O157),San Francisco,2011,Female,3,400054,0.75,0.155,2.1919999999999997
132498,"Typhoid Fever, case",San Benito,2005,Female,0,27399,0.0,0.0,13.463
63208,HIV,Siskiyou,2012,Male,2,22592,8.853,1.072,31.975
76791,Listeriosis,Sutter,2001,Male,0,39714,0.0,0.0,9.288
37541,Dengue,Kings,2007,Male,0,86106,0.0,0.0,4.284
82711,Measles,Kings,2001,Female,0,56448,0.0,0.0,6.535
140408,Yersiniosis,Mono,2006,Male,0,7627,0.0,0.0,48.354
97056,Q Fever,San Mateo,2008,Female,0,361593,0.0,0.0,1.02
15968,Brucellosis,Merced,2005,Male,0,120483,0.0,0.0,3.062
141629,Yersiniosis,Tuolumne,2007,Male,0,29677,0.0,0.0,12.429
128542,Tularemia,California,2001,Female,0,17340743,0.0,0.0,0.021
108137,Scombroid Fish Poisoning,Stanislaus,2001,Male,0,228067,0.0,0.0,1.617
11100,"Botulism, Other",Mono,2012,Male,0,7592,0.0,0.0,48.577
65353,Invasive Meningococcal Disease,Inyo,2002,Male,0,9088,0.0,0.0,40.582
6913,Babesiosis,Sierra,2005,Male,0,1737,0.0,0.0,212.145
118132,Streptococcal Infection (cases in food and dairy workers),Sierra,2005,Female,0,1693,0.0,0.0,217.653
15021,Brucellosis,Alameda,2012,Male,0,755231,0.0,0.0,0.488
21073,Chlamydia,Napa,2008,Female,191,67533,282.82599999999996,244.18099999999998,325.83299999999997
18685,Campylobacteriosis,Orange,2006,Female,96,1491355,6.437,5.2139999999999995,7.861000000000001
63056,HIV,Santa Cruz,2006,Male,16,127491,12.55,7.1739999999999995,20.379
46847,Early Syphilis,Marin,2008,Male,6,123447,4.86,1.784,10.579
76351,Listeriosis,San Luis Obispo,2009,Male,0,137392,0.0,0.0,2.685
14573,"Botulism, Wound",Stanislaus,2003,Female,0,244919,0.0,0.0,1.506
109758,Shiga Toxin Positive Feces (without culture confirmation),Sutter,2010,Female,0,47680,0.0,0.0,7.736000000000001
86975,Paralytic Shellfish Poisoning,San Diego,2003,Female,0,1464994,0.0,0.0,0.252
117730,Streptococcal Infection (cases in food and dairy workers),San Bernardino,2012,Female,0,1037268,0.0,0.0,0.35600000000000004
27860,Coccidioidomycosis,Inyo,2003,Male,0,9151,0.0,0.0,40.303000000000004
94418,Psittacosis,San Diego,2002,Female,0,1448213,0.0,0.0,0.255
52774,Gonorrhea,Santa Cruz,2008,Female,29,130193,22.275,14.918,31.989
83484,Measles,Sacramento,2006,Male,1,671711,0.149,0.004,0.8290000000000001
7829,"Botulism, Foodborne",El Dorado,2001,Male,0,80892,0.0,0.0,4.56
131863,"Typhoid Fever, case",Madera,2002,Male,0,61679,0.0,0.0,5.981
74562,Leptospirosis,Ventura,2004,Male,0,395834,0.0,0.0,0.932
141007,Yersiniosis,San Luis Obispo,2010,Female,0,131413,0.0,0.0,2.807
47057,Early Syphilis,Mono,2008,Female,0,6487,0.0,0.0,56.85
47920,Early Syphilis,Siskiyou,2002,Male,0,21881,0.0,0.0,16.857
87055,Paralytic Shellfish Poisoning,San Joaquin,2001,Male,0,293540,0.0,0.0,1.2570000000000001
90730,"Plague, human",Contra Costa,2006,Female,0,517107,0.0,0.0,0.713
103239,Rubella,Riverside,2010,Female,0,1101193,0.0,0.0,0.335
139189,Vibrio Infection (non-Cholera),Ventura,2001,Male,1,383073,0.261,0.006999999999999999,1.454
131367,"Typhoid Fever, case",Del Norte,2005,Female,0,12649,0.0,0.0,29.159000000000002
38110,Dengue,Nevada,2014,Female,0,49633,0.0,0.0,7.432
118012,Streptococcal Infection (cases in food and dairy workers),Santa Clara,2007,Male,0,874064,0.0,0.0,0.42200000000000004
120493,Tetanus,Santa Clara,2009,Female,0,882602,0.0,0.0,0.418
82666,Measles,Inyo,2014,Female,0,9144,0.0,0.0,40.334
109958,Shigellosis,California,2006,Female,833,18220429,4.572,4.2669999999999995,4.893
76653,Listeriosis,Siskiyou,2011,Male,0,22392,0.0,0.0,16.473
26420,Ciguatera Fish Poisoning,San Francisco,2005,Male,0,395954,0.0,0.0,0.932
17704,Campylobacteriosis,Contra Costa,2002,Female,79,501572,15.75,12.47,19.629
17010,Brucellosis,Sonoma,2002,Male,0,229080,0.0,0.0,1.61
83089,"Rabies, human",Orange,2013,Male,0,1533252,0.0,0.0,0.24100000000000002
23924,Cholera,San Diego,2014,Female,0,1595079,0.0,0.0,0.231
93493,Psittacosis,Inyo,2008,Female,0,9209,0.0,0.0,40.049
19055,Campylobacteriosis,San Joaquin,2003,Female,50,311549,16.049,11.912,21.158
92623,"Plague, human",Sutter,2014,Female,0,48529,0.0,0.0,7.601
63365,HIV,Sutter,2009,Female,0,47546,0.0,0.0,7.757999999999999
42280,E. coli O157,Fresno,2004,Female,7,430198,1.6269999999999998,0.654,3.353
118539,Streptococcal Infection (cases in food and dairy workers),Tuolumne,2014,Female,0,25373,0.0,0.0,14.538
18824,Campylobacteriosis,Riverside,2010,Male,83,1090726,7.61,6.061,9.433
92228,"Plague, human",Santa Barbara,2008,Male,0,210865,0.0,0.0,1.749
38607,Dengue,San Mateo,2011,Male,2,357931,0.5589999999999999,0.068,2.0180000000000002
89238,Pertussis,Placer,2006,Female,16,164667,9.717,5.553999999999999,15.779000000000002
35280,Cysticercosis or Taeniasis,Marin,2004,Male,0,121712,0.0,0.0,3.031
19610,Campylobacteriosis,Tehama,2011,Female,7,31847,21.98,8.838,45.282
3715,Anaplasmosis and Ehrlichiosis,Nevada,2005,Female,0,49469,0.0,0.0,7.457000000000001
74187,Leptospirosis,Sierra,2006,Female,0,1689,0.0,0.0,218.168
18590,Campylobacteriosis,Napa,2002,Male,29,63838,45.427,30.426,65.235
35257,Dengue,Inyo,2008,Male,0,9174,0.0,0.0,40.202
45091,E. coli Other STEC (non-O157),Monterey,2011,Male,4,216023,1.8519999999999999,0.505,4.7410000000000005
42464,E. coli O157,Inyo,2009,Male,0,9243,0.0,0.0,39.902
106290,Scombroid Fish Poisoning,Calaveras,2007,Male,0,22796,0.0,0.0,16.180999999999997
31350,Cryptosporidiosis,Amador,2012,Female,0,16489,0.0,0.0,22.369
111437,Shigellosis,San Benito,2001,Female,1,27085,3.6919999999999997,0.09300000000000001,20.569000000000003
41884,E. coli O157,Alameda,2010,Female,9,771369,1.167,0.534,2.215
46638,Early Syphilis,Kings,2009,Female,0,64867,0.0,0.0,5.687
9738,"Botulism, Foodborne",Trinity,2012,Male,0,6929,0.0,0.0,53.224
63509,HIV,Tuolumne,2001,Female,0,26135,0.0,0.0,14.114
15454,Brucellosis,Humboldt,2002,Male,0,63970,0.0,0.0,5.766
75708,Listeriosis,Modoc,2004,Female,0,4740,0.0,0.0,77.794
57149,Hemolytic Uremic Syndrome,Orange,2006,Female,0,1491355,0.0,0.0,0.247
134090,Typhus Fever,Imperial,2013,Female,0,86982,0.0,0.0,4.2410000000000005
12019,"Botulism, Other",Solano,2010,Male,0,206076,0.0,0.0,1.79
113663,Spotted Fever Rickettsiosis,Nevada,2003,Male,0,47419,0.0,0.0,7.779
59734,"Hepatitis B, Acute",Tulare,2011,Female,0,223390,0.0,0.0,1.651
9605,"Botulism, Foodborne",Stanislaus,2010,Female,0,260328,0.0,0.0,1.4169999999999998
89663,Pertussis,San Mateo,2007,Male,9,346290,2.5989999999999998,1.188,4.934
47692,Early Syphilis,San Mateo,2010,Male,34,353837,9.609,6.655,13.427
14063,"Botulism, Wound",San Diego,2006,Male,0,1497920,0.0,0.0,0.24600000000000002
99148,"Rabies, human",Riverside,2003,Male,0,882158,0.0,0.0,0.418
75142,Listeriosis,Glenn,2001,Male,0,13457,0.0,0.0,27.409000000000002
86591,Paralytic Shellfish Poisoning,Napa,2001,Male,0,62979,0.0,0.0,5.857
50942,Gonorrhea,California,2008,Male,13880,18331667,75.71600000000001,74.462,76.986
73842,Leptospirosis,San Francisco,2003,Male,0,397227,0.0,0.0,0.929
119667,Tetanus,Merced,2003,Male,0,114624,0.0,0.0,3.218
80139,Malaria,San Bernardino,2011,Male,7,1020808,0.6859999999999999,0.276,1.413
17918,Campylobacteriosis,Humboldt,2003,Female,11,65437,16.81,8.392000000000001,30.076
84009,Measles,Sierra,2013,Male,0,1571,0.0,0.0,234.535
93608,Psittacosis,Lake,2004,Male,0,31130,0.0,0.0,11.849
135415,Typhus Fever,Shasta,2001,Female,0,85413,0.0,0.0,4.319
8450,"Botulism, Foodborne",Mendocino,2012,Male,0,44435,0.0,0.0,8.301
38167,Dengue,Placer,2005,Female,0,159647,0.0,0.0,2.311
135413,Typhus Fever,Santa Cruz,2014,Male,0,135901,0.0,0.0,2.714
95413,Q Fever,Alpine,2002,Female,0,594,0.0,0.0,619.099
121305,Toxic Shock Syndrome (Non-Streptococcal),Butte,2006,Female,0,109338,0.0,0.0,3.3739999999999997
82276,Measles,Calaveras,2010,Female,0,22699,0.0,0.0,16.25
77049,Listeriosis,Yolo,2003,Male,0,88994,0.0,0.0,4.145
51456,Gonorrhea,Imperial,2004,Female,22,74201,29.649,18.582,44.886
7766,"Botulism, Foodborne",Contra Costa,2008,Male,0,504461,0.0,0.0,0.731
126227,Tuberculosis,Amador,2010,Male,0,20745,0.0,0.0,17.78
37526,Dengue,Kings,2002,Male,0,77215,0.0,0.0,4.777
52094,Gonorrhea,Napa,2006,Male,17,65795,25.838,15.052,41.36600000000001
82604,Measles,Imperial,2007,Male,0,86048,0.0,0.0,4.287
60836,"Hepatitis E, acute infection",Modoc,2014,Male,0,4715,0.0,0.0,78.207
23829,Cholera,San Benito,2010,Male,0,27676,0.0,0.0,13.328
141082,Yersiniosis,Santa Barbara,2007,Female,0,207530,0.0,0.0,1.778
99316,"Rabies, human",San Diego,2003,Male,0,1478967,0.0,0.0,0.249
46279,Early Syphilis,Del Norte,2001,Male,0,15165,0.0,0.0,24.322
58680,Hepatitis A,Monterey,2011,Male,1,216023,0.46299999999999997,0.012,2.5789999999999997
26245,Ciguatera Fish Poisoning,Sacramento,2003,Female,0,674719,0.0,0.0,0.547
71134,Leprosy,Riverside,2001,Female,0,814467,0.0,0.0,0.45299999999999996
37708,Dengue,Madera,2007,Female,0,76189,0.0,0.0,4.842
127892,Tuberculosis,Santa Clara,2005,Male,109,857055,12.718,10.443,15.341
119927,Tetanus,Orange,2008,Female,0,1505158,0.0,0.0,0.245
26417,Ciguatera Fish Poisoning,San Francisco,2004,Male,0,396525,0.0,0.0,0.93
41789,Diphtheria,Yuba,2006,Male,0,34800,0.0,0.0,10.6
98020,"Rabies, human",Calaveras,2007,Male,0,22796,0.0,0.0,16.180999999999997
108037,Scombroid Fish Poisoning,Siskiyou,2010,Female,0,22504,0.0,0.0,16.391
107628,Scombroid Fish Poisoning,San Diego,2014,Male,4,1617219,0.247,0.067,0.633
39758,Diphtheria,Fresno,2003,Female,0,423018,0.0,0.0,0.872
139704,Yersiniosis,El Dorado,2005,Female,0,86647,0.0,0.0,4.257
13556,"Botulism, Wound",Modoc,2006,Female,0,4763,0.0,0.0,77.419
38615,Dengue,San Mateo,2014,Female,4,380349,1.052,0.287,2.693
36608,Cysticercosis or Taeniasis,Tehama,2007,Male,0,30836,0.0,0.0,11.962
971,Amebiasis,Mendocino,2002,Female,1,43840,2.281,0.057999999999999996,12.708
28722,Coccidioidomycosis,Sacramento,2009,Male,2,691550,0.289,0.035,1.045
43213,E. coli O157,Plumas,2004,Female,0,10447,0.0,0.0,35.304
130743,Tularemia,Tehama,2007,Female,0,31175,0.0,0.0,11.832
37991,Dengue,Monterey,2003,Male,0,212515,0.0,0.0,1.736
41914,E. coli O157,Alpine,2006,Female,0,605,0.0,0.0,607.877
52096,Gonorrhea,Napa,2007,Female,10,66731,14.985,7.186,27.557
14972,Brucellosis,California,2010,Female,12,18752748,0.064,0.033,0.11199999999999999
